Hum,Temp
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.60
44.50,25.70
44.60,25.70
44.60,25.60
44.70,25.60
44.70,25.70
45.00,25.60
45.00,25.60
44.90,25.60
44.80,25.60
44.70,25.60
44.70,25.60
44.60,25.60
44.70,25.60
44.80,25.50
45.00,25.50
45.20,25.50
45.50,25.50
45.80,25.50
46.10,25.50
46.00,25.50
45.80,25.50
45.80,25.50
45.60,25.60
45.50,25.50
45.40,25.50
45.40,25.50
45.30,25.50
45.20,25.50
45.10,25.50
45.10,25.50
45.00,25.50
44.90,25.50
44.90,25.50
44.80,25.50
44.80,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.60,25.50
44.60,25.60
44.60,25.50
44.60,25.60
44.60,25.60
44.60,25.60
44.50,25.50
44.50,25.60
44.50,25.60
44.50,25.70
44.50,25.70
44.50,25.60
44.60,25.70
44.50,25.60
44.50,25.60
44.50,25.60
44.40,25.60
44.40,25.60
44.40,25.60
44.50,25.60
44.50,25.70
44.50,25.70
44.60,25.70
44.70,25.60
44.80,25.60
44.90,25.60
44.90,25.60
44.80,25.60
44.80,25.60
44.80,25.60
44.90,25.60
44.90,25.60
45.00,25.60
44.90,25.70
44.90,25.60
44.90,25.60
44.90,25.60
44.90,25.60
45.00,25.60
44.90,25.60
45.00,25.60
44.90,25.60
44.90,25.60
44.90,25.60
45.00,25.60
45.10,25.60
45.30,25.60
45.50,25.60
45.70,25.60
45.70,25.60
45.70,25.70
45.60,25.60
45.60,25.60
45.60,25.50
45.60,25.60
45.60,25.60
45.70,25.60
45.80,25.60
45.80,25.70
45.80,25.60
45.70,25.60
45.70,25.60
45.70,25.60
45.70,25.70
45.80,25.70
45.80,25.60
45.80,25.60
45.80,25.60
45.90,25.60
45.90,25.60
45.80,25.60
45.90,25.60
45.90,25.60
45.80,25.60
45.80,25.60
45.80,25.60
45.80,25.60
45.80,25.60
45.90,25.70
45.90,25.60
46.00,25.70
46.00,25.60
46.00,25.70
46.00,25.60
46.00,25.60
46.00,25.60
46.00,25.60
46.10,25.60
46.10,25.70
46.10,25.70
46.10,25.70
46.20,25.60
46.30,25.70
46.30,25.60
46.50,25.70
46.70,25.60
46.70,25.70
46.70,25.60
46.70,25.70
46.70,25.60
46.60,25.60
46.60,25.60
46.60,25.60
46.60,25.60
46.50,25.60
46.60,25.70
46.50,25.70
46.50,25.60
46.50,25.60
46.50,25.70
46.50,25.70
Hum,Temp
42.00,25.80
41.90,25.80
41.80,25.80
41.70,25.80
41.80,25.70
41.50,25.80
41.50,25.80
41.50,25.70
41.40,25.70
41.30,25.70
41.30,25.60
41.20,25.60
41.20,25.60
41.20,25.50
41.20,25.50
41.20,25.50
41.20,25.50
41.20,25.50
41.40,25.40
41.40,25.40
41.40,25.40
41.40,25.30
41.40,25.30
41.50,25.30
41.60,25.30
41.70,25.20
41.70,25.30
41.80,25.20
41.80,25.20
41.80,25.20
41.80,25.20
41.90,25.20
41.80,25.10
41.80,25.10
41.90,25.10
41.90,25.00
41.90,25.10
41.90,25.00
41.90,25.00
41.90,25.10
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
42.00,24.90
41.90,25.00
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.10,24.80
42.00,24.80
42.10,24.80
42.10,24.80
42.10,24.80
42.10,24.80
42.10,24.80
42.20,24.80
42.20,24.80
42.20,24.80
42.20,24.80
42.20,24.80
42.30,24.80
42.30,24.80
42.30,24.80
42.30,24.80
42.30,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.60,24.80
42.60,24.80
42.50,24.90
42.50,24.90
42.50,24.90
42.40,24.90
42.40,24.90
42.40,24.90
42.30,24.90
42.30,24.90
42.30,24.90
42.40,24.90
42.30,24.90
42.40,24.90
42.40,24.90
42.40,24.90
42.50,24.90
42.50,24.90
42.50,24.90
42.50,24.90
42.50,24.90
42.60,24.90
42.70,24.90
42.90,25.00
43.00,25.00
43.10,25.00
43.20,25.00
43.20,25.00
43.30,25.00
43.30,25.00
43.30,25.00
43.40,25.00
43.40,25.00
43.50,25.00
43.50,25.00
43.50,25.00
43.50,24.90
43.50,25.00
43.50,25.00
43.60,25.00
43.60,25.00
43.60,24.90
44.00,25.00
44.20,25.00
44.20,24.90
44.20,25.00
44.20,25.00
44.10,25.00
44.10,25.00
44.20,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.40,25.00
44.50,25.00
44.50,25.00
44.40,25.00
44.40,25.00
44.40,25.00
44.40,25.00
44.40,25.00
44.30,25.00
44.30,25.10
44.30,25.10
44.40,25.00
44.40,25.10
44.40,25.00
44.40,25.10
44.40,25.10
44.40,25.10
44.40,25.10
44.50,25.20
44.60,25.10
44.60,25.20
44.70,25.20
44.70,25.10
44.70,25.20
44.80,25.20
44.80,25.20
44.70,25.30
44.90,25.20
44.90,25.20
44.90,25.20
44.90,25.20
45.00,25.20
45.00,25.20
45.00,25.20
45.00,25.20
45.00,25.20
45.10,25.20
45.10,25.20
45.20,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.40,25.20
45.50,25.20
45.50,25.20
45.40,25.20
45.50,25.20
45.50,25.20
45.50,25.20
45.50,25.20
45.50,25.20
45.60,25.20
45.60,25.20
45.60,25.20
45.40,25.30
Hum,Temp
49.20,25.80
49.20,25.80
49.10,25.80
49.10,25.80
49.10,25.80
49.10,25.80
49.10,25.80
49.00,25.80
49.00,25.80
49.00,25.80
48.90,25.80
48.90,25.80
48.90,25.80
48.80,25.80
48.90,25.90
48.80,25.80
48.80,25.80
48.70,25.80
48.70,25.90
48.60,25.80
48.50,25.80
48.50,25.80
48.50,25.80
48.60,25.80
48.60,25.80
48.70,25.80
48.80,25.80
48.90,25.80
48.80,25.80
48.80,25.80
48.70,25.80
48.70,25.80
48.60,25.80
48.60,25.90
48.50,25.80
48.40,25.80
48.40,25.80
48.40,25.80
48.40,25.80
48.40,25.80
48.40,25.80
48.40,25.80
48.40,25.80
48.30,25.80
48.30,25.80
48.30,25.80
48.30,25.80
48.20,25.80
48.30,25.70
48.20,25.80
48.10,25.80
48.10,25.80
48.20,25.70
48.10,25.80
48.10,25.80
48.10,25.80
48.10,25.80
48.10,25.80
48.10,25.80
48.10,25.80
48.00,25.80
47.90,25.80
47.70,25.80
47.60,25.80
47.60,25.80
47.60,25.80
47.90,25.80
48.00,25.80
48.10,25.80
48.30,25.70
48.20,25.80
48.20,25.80
48.10,25.80
48.20,25.70
48.10,25.80
48.10,25.70
48.10,25.70
48.10,25.70
48.10,25.70
48.10,25.70
48.10,25.80
48.20,25.70
48.20,25.70
48.30,25.60
48.20,25.70
48.20,25.70
48.20,25.70
48.30,25.60
48.40,25.60
48.40,25.70
48.40,25.70
Hum,Temp
47.10,25.80
47.10,25.90
47.00,25.90
47.00,25.90
47.00,25.90
46.90,25.90
46.90,25.90
46.80,25.90
46.80,25.90
46.90,25.90
46.80,25.80
46.80,25.90
46.80,25.90
46.80,25.90
46.80,25.80
46.70,25.90
46.70,25.90
46.70,25.90
46.70,25.90
46.70,25.90
46.60,26.00
46.60,25.90
46.60,25.90
46.50,26.00
46.60,25.90
46.60,25.90
46.50,25.90
46.60,25.90
46.50,25.90
46.50,25.90
46.30,26.00
46.40,25.90
46.50,25.90
46.30,26.00
46.50,25.90
Hum,Temp
46.20,26.00
46.20,26.00
46.20,26.00
46.30,25.90
46.20,26.10
46.20,26.00
46.20,26.00
46.20,26.00
46.30,26.00
46.30,26.00
46.30,26.00
46.40,26.10
46.50,25.90
46.40,26.10
46.40,26.00
46.50,25.90
46.50,26.00
46.50,26.00
46.50,26.00
46.60,26.00
46.60,26.00
46.50,26.00
46.60,26.00
46.60,26.00
46.60,26.00
46.70,25.90
46.80,25.90
46.70,26.00
46.70,26.00
46.90,26.00
47.00,26.00
47.10,26.00
47.10,26.00
47.00,26.00
47.00,26.00
47.00,26.00
47.00,26.00
46.90,26.00
47.00,26.00
46.90,26.10
46.90,26.00
46.90,26.10
46.90,26.00
46.90,26.00
46.90,26.00
47.00,26.00
47.00,26.00
47.10,26.00
47.10,26.00
47.10,26.00
47.10,26.00
47.10,26.00
47.10,26.00
47.00,26.00
47.10,25.90
47.10,26.00
47.10,26.00
47.10,26.00
47.20,25.90
47.20,25.90
47.20,25.90
47.30,25.90
47.30,25.90
47.30,25.90
47.20,26.00
47.30,25.90
47.20,25.90
47.20,25.90
47.20,25.90
47.30,25.90
47.30,25.90
47.30,25.90
47.30,25.90
47.30,25.90
47.30,25.80
47.30,25.90
47.30,25.90
47.40,25.90
47.40,25.90
47.40,25.90
47.40,25.80
47.50,25.90
47.40,25.90
47.40,25.90
47.40,25.90
47.40,25.90
47.40,25.90
47.40,25.80
47.40,25.80
47.40,25.90
47.40,25.90
47.50,25.90
47.50,25.80
47.60,25.90
47.50,25.90
47.50,25.90
47.40,25.90
47.40,25.80
47.40,25.90
47.40,25.90
47.40,25.90
47.40,25.80
47.50,25.80
47.50,25.80
47.50,25.80
47.50,25.90
47.50,25.80
47.50,25.80
47.50,25.90
47.50,25.80
47.60,25.90
47.60,25.90
47.70,25.90
47.70,25.90
47.90,25.90
47.90,25.80
47.90,25.90
48.00,25.90
47.90,25.90
47.80,25.90
47.70,25.90
47.70,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.80,25.90
47.80,25.90
47.70,25.80
47.70,25.80
47.60,25.90
47.50,26.00
47.60,25.80
47.60,25.80
47.60,25.90
47.50,25.90
47.50,25.90
47.50,25.90
47.40,25.90
47.40,25.80
47.40,25.90
47.40,25.80
47.50,25.90
47.50,25.90
47.50,25.90
47.50,25.90
47.50,25.90
47.50,25.90
47.60,25.90
47.60,25.90
47.50,25.90
47.60,25.90
47.60,25.90
47.70,25.90
47.70,25.90
47.60,25.90
47.60,25.90
47.70,25.90
47.70,25.90
47.70,25.90
47.70,25.90
47.60,25.90
47.50,26.00
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.90
47.60,25.80
47.60,25.90
47.40,26.00
47.40,25.90
47.30,25.90
47.20,25.90
47.10,25.90
47.10,25.90
47.10,25.90
47.10,25.90
47.10,25.90
47.10,25.90
47.00,25.90
46.90,25.90
46.90,25.90
46.90,25.90
46.80,25.90
46.80,25.90
46.70,25.90
46.70,25.90
46.70,25.90
46.70,25.90
46.70,25.90
46.60,26.00
46.70,25.90
46.70,25.90
46.70,25.90
46.70,25.90
46.50,26.00
46.60,25.90
46.70,25.90
46.90,25.90
46.90,25.90
46.80,26.00
46.70,26.00
46.70,26.00
46.70,26.00
46.80,26.00
46.90,26.00
47.00,26.00
46.90,26.00
46.90,26.00
46.80,26.00
46.70,26.00
46.70,26.00
46.60,26.00
46.50,26.00
46.50,26.00
46.40,26.00
46.50,25.90
46.40,26.00
46.30,26.00
46.40,25.90
46.30,26.00
46.40,25.90
46.30,26.00
46.40,25.90
46.30,26.00
46.40,26.00
46.50,25.90
46.40,26.00
46.40,25.90
46.40,25.90
46.40,25.90
46.40,25.90
46.40,25.90
46.30,25.90
46.40,25.90
46.40,25.90
46.40,25.90
46.30,25.90
46.30,25.90
46.30,25.90
46.40,25.90
46.40,25.90
46.40,25.90
46.20,26.00
46.20,26.00
46.30,25.90
46.30,25.90
46.20,25.90
46.20,25.90
46.10,25.90
46.10,25.90
46.00,26.00
46.10,25.90
46.10,25.90
45.90,26.00
46.00,25.90
45.90,25.90
45.90,25.90
45.90,25.90
45.90,25.90
45.80,25.90
45.70,25.90
45.60,26.00
45.80,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.70,25.90
45.60,25.90
45.60,25.90
45.60,25.90
45.60,25.90
45.50,25.90
45.50,25.90
45.50,25.80
45.50,25.90
45.50,25.90
45.50,25.90
45.50,25.80
45.50,25.80
45.50,25.80
45.50,25.90
45.50,25.90
45.50,25.80
45.40,25.80
45.40,25.80
45.40,25.80
45.60,25.70
45.60,25.80
45.70,25.70
45.60,25.80
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.70
45.70,25.60
45.70,25.70
45.70,25.60
45.70,25.50
45.70,25.60
45.70,25.60
45.80,25.60
45.70,25.60
45.70,25.60
45.70,25.70
45.70,25.60
45.80,25.50
45.90,25.60
46.00,25.50
46.00,25.60
45.90,25.60
45.90,25.60
46.00,25.60
46.00,25.50
46.10,25.50
46.10,25.50
46.10,25.50
46.10,25.50
46.10,25.50
46.20,25.50
46.20,25.60
46.30,25.50
46.30,25.50
46.30,25.50
46.30,25.50
46.30,25.50
46.30,25.50
46.40,25.50
46.40,25.50
46.40,25.50
46.50,25.60
46.50,25.50
46.50,25.50
46.50,25.60
46.60,25.50
46.60,25.60
46.60,25.50
46.60,25.50
46.60,25.50
46.60,25.50
46.70,25.50
46.70,25.50
46.70,25.50
46.80,25.50
46.80,25.50
46.80,25.50
47.00,25.50
47.10,25.50
47.10,25.50
47.20,25.50
47.20,25.50
47.20,25.60
47.30,25.50
47.30,25.50
47.40,25.60
47.40,25.50
47.40,25.60
47.70,25.60
47.80,25.60
47.90,25.60
48.00,25.50
48.00,25.60
48.00,25.60
47.90,25.60
47.90,25.60
47.90,25.60
47.90,25.60
48.00,25.70
48.00,25.50
48.00,25.50
48.00,25.50
48.00,25.60
48.00,25.70
48.00,25.60
48.10,25.60
48.20,25.60
48.20,25.60
48.20,25.60
48.20,25.70
48.10,25.60
48.10,25.60
48.10,25.60
48.10,25.70
48.10,25.60
48.10,25.70
48.10,25.60
48.10,25.60
48.10,25.60
48.10,25.70
48.00,25.60
48.00,25.60
Hum,Temp
44.90,25.50
44.90,25.50
44.90,25.50
44.90,25.50
44.80,25.50
44.80,25.50
44.90,25.40
44.80,25.50
44.80,25.50
44.80,25.50
44.70,25.50
44.80,25.40
44.70,25.50
44.60,25.50
44.70,25.40
44.60,25.50
44.60,25.50
44.60,25.40
44.50,25.40
44.50,25.40
44.50,25.40
44.30,25.50
44.40,25.40
44.30,25.50
44.30,25.40
44.30,25.40
44.20,25.50
44.20,25.40
44.20,25.40
44.10,25.50
44.20,25.40
44.40,25.40
44.40,25.50
44.40,25.50
44.40,25.40
44.30,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.10,25.50
44.10,25.50
44.10,25.50
44.30,25.40
44.20,25.50
44.10,25.50
44.20,25.40
44.30,25.40
44.20,25.50
44.30,25.50
44.30,25.50
44.30,25.50
44.30,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.10,25.50
44.10,25.50
44.00,25.50
44.00,25.50
44.10,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.10,25.50
44.10,25.50
44.20,25.50
44.10,25.60
44.20,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.20,25.50
44.30,25.60
44.50,25.50
44.60,25.60
44.50,25.60
44.40,25.60
44.40,25.60
44.30,25.60
44.30,25.60
44.30,25.60
44.30,25.60
44.30,25.60
44.30,25.60
44.30,25.70
44.30,25.60
44.20,25.60
44.20,25.60
44.20,25.60
44.40,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.70,25.70
44.80,25.80
44.90,25.80
44.90,25.80
44.90,25.80
44.90,25.80
44.90,25.80
44.80,25.80
44.80,25.80
44.80,25.80
44.80,25.80
44.80,25.80
44.80,25.80
44.80,25.80
44.80,25.80
44.80,25.80
45.70,25.80
46.00,25.80
46.00,25.80
45.90,25.90
45.80,25.90
45.70,25.90
46.00,25.90
46.30,25.90
46.50,25.90
46.60,25.90
46.60,25.90
46.50,25.90
46.40,25.90
46.30,25.90
46.20,25.90
46.20,25.90
46.10,25.90
46.10,25.90
46.00,25.90
46.00,25.90
46.00,25.90
45.90,25.90
45.90,25.90
46.00,25.90
46.00,25.90
46.00,25.90
45.90,26.00
45.90,26.00
45.90,25.90
45.80,25.90
45.70,25.90
45.70,25.90
45.50,25.90
45.50,25.90
45.40,25.90
45.30,25.90
45.20,25.90
45.20,25.90
45.10,25.90
45.00,25.90
44.90,25.90
44.80,25.90
44.80,25.90
44.80,25.90
44.80,25.90
44.80,25.90
44.70,25.90
44.70,25.90
44.80,25.90
44.80,25.90
44.80,25.90
44.90,25.90
44.90,25.90
44.90,25.90
44.90,25.80
44.90,25.90
44.90,25.90
45.00,25.90
45.10,25.80
45.00,25.80
45.00,25.80
45.00,25.80
45.00,25.80
45.10,25.80
45.30,25.70
45.30,25.70
45.20,25.70
45.10,25.80
45.10,25.70
45.20,25.70
45.20,25.70
45.10,25.80
45.30,25.70
45.30,25.70
45.30,25.70
45.30,25.70
45.30,25.70
45.30,25.70
45.30,25.60
45.20,25.60
45.20,25.60
45.30,25.60
45.30,25.60
45.40,25.60
45.40,25.60
45.40,25.60
45.40,25.60
45.30,25.60
45.20,25.60
45.20,25.60
45.20,25.50
45.20,25.50
45.30,25.60
45.50,25.50
45.50,25.50
45.50,25.60
45.40,25.60
45.40,25.60
45.30,25.50
45.40,25.50
45.30,25.50
45.30,25.60
45.40,25.60
45.40,25.60
45.40,25.50
45.20,25.50
45.10,25.60
45.00,25.50
45.00,25.60
45.00,25.50
45.00,25.60
45.00,25.60
45.10,25.60
45.20,25.60
45.20,25.60
45.20,25.60
45.10,25.60
45.00,25.60
44.90,25.60
44.90,25.70
44.90,25.70
44.80,25.60
44.80,25.60
44.80,25.60
44.80,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.60,25.70
44.60,25.60
44.60,25.70
44.60,25.60
44.50,25.60
44.50,25.70
44.50,25.60
44.50,25.70
44.50,25.60
44.50,25.70
44.40,25.70
44.30,25.70
44.30,25.70
44.20,25.70
44.20,25.70
44.20,25.70
44.20,25.60
44.20,25.70
44.10,25.70
44.00,25.80
44.10,25.70
44.00,25.70
44.00,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.00,25.70
44.10,25.70
44.00,25.80
44.00,25.80
44.10,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.10,25.80
44.20,25.70
44.20,25.70
44.10,25.80
44.10,25.80
44.20,25.70
44.10,25.80
44.10,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
43.90,25.80
44.00,25.80
44.00,25.70
44.00,25.80
43.90,25.80
43.90,25.80
43.80,25.80
43.90,25.70
43.90,25.70
44.00,25.80
44.00,25.80
44.20,25.80
44.50,25.70
44.50,25.70
44.40,25.80
44.40,25.80
44.40,25.80
44.40,25.70
44.30,25.80
44.30,25.80
44.30,25.70
44.20,25.80
44.30,25.70
44.10,25.80
44.30,25.70
44.20,25.80
44.30,25.70
44.30,25.70
44.20,25.80
44.10,25.80
44.20,25.80
44.10,25.80
44.20,25.70
44.10,25.80
44.10,25.80
44.10,25.80
44.10,25.80
44.20,25.70
44.20,25.90
44.20,25.80
44.30,25.80
44.30,25.80
44.30,25.80
44.40,25.80
44.30,25.80
44.30,25.90
44.40,25.80
44.50,25.80
44.50,25.80
44.50,25.80
44.60,25.80
44.50,25.80
44.50,25.90
44.50,25.80
44.60,25.90
44.50,25.80
44.50,25.80
44.50,25.80
44.50,25.80
44.60,25.80
44.60,25.90
44.50,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.50,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.90
44.70,25.80
44.70,25.80
44.90,25.80
44.90,25.80
44.80,25.80
44.80,25.80
44.80,25.90
44.70,25.80
44.70,25.80
44.70,25.80
44.70,25.80
44.70,25.80
44.70,25.80
44.70,25.80
44.70,25.80
44.70,25.80
44.60,25.80
44.60,25.80
44.60,25.80
44.60,25.90
44.60,25.80
44.60,25.80
44.70,25.80
44.70,25.80
44.60,25.80
44.50,25.80
44.50,25.80
44.40,25.80
44.30,25.80
44.30,25.80
44.30,25.80
44.30,25.80
44.20,25.80
44.10,25.80
44.20,25.80
44.10,25.80
44.20,25.80
44.20,25.80
44.20,25.80
44.10,25.80
44.20,25.80
44.10,25.80
44.10,25.80
44.20,25.80
44.10,25.80
44.10,25.80
44.10,25.80
44.00,25.80
44.00,25.80
44.00,25.80
43.90,25.80
43.90,25.80
43.90,25.80
44.00,25.80
43.90,25.80
44.00,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.80,25.80
43.70,25.80
43.70,25.80
43.60,25.80
43.70,25.70
43.60,25.80
43.60,25.70
43.60,25.70
43.60,25.70
43.50,25.70
43.50,25.70
43.50,25.70
43.50,25.70
43.40,25.80
43.50,25.70
43.60,25.70
43.60,25.70
43.50,25.80
43.60,25.70
43.60,25.70
43.60,25.70
43.70,25.70
43.80,25.70
43.80,25.70
43.80,25.70
43.70,25.70
43.70,25.70
43.70,25.70
43.70,25.70
43.70,25.70
43.60,25.80
43.70,25.70
43.70,25.70
43.60,25.70
43.60,25.70
43.60,25.70
43.50,25.80
43.60,25.70
43.70,25.70
43.80,25.70
44.00,25.70
44.10,25.70
44.10,25.70
44.00,25.70
44.00,25.70
43.90,25.60
43.90,25.70
43.90,25.70
43.90,25.70
43.80,25.60
43.80,25.70
43.80,25.70
43.90,25.70
44.00,25.70
43.90,25.60
43.80,25.60
43.80,25.60
43.80,25.60
43.80,25.70
43.70,25.60
43.70,25.70
43.70,25.60
43.60,25.70
43.60,25.60
43.60,25.60
43.60,25.60
43.60,25.60
43.70,25.70
43.70,25.60
43.70,25.60
43.70,25.60
43.70,25.60
43.60,25.60
43.60,25.60
43.60,25.60
43.60,25.60
43.50,25.60
43.50,25.60
43.50,25.50
43.60,25.60
43.70,25.50
43.70,25.50
43.60,25.50
43.70,25.50
43.60,25.50
43.60,25.50
43.60,25.50
43.60,25.50
43.80,25.40
43.60,25.50
43.70,25.50
43.80,25.40
43.70,25.50
43.80,25.40
43.80,25.40
43.80,25.40
43.90,25.40
43.90,25.40
44.00,25.40
44.00,25.30
44.00,25.40
44.00,25.40
44.00,25.30
44.10,25.30
44.10,25.40
44.20,25.40
44.20,25.30
44.20,25.30
44.30,25.40
44.30,25.30
44.40,25.30
44.40,25.30
44.50,25.30
44.50,25.30
44.60,25.30
44.60,25.30
44.60,25.30
44.70,25.30
44.70,25.30
44.80,25.30
44.80,25.40
44.80,25.40
44.80,25.30
44.80,25.30
44.80,25.40
44.80,25.30
44.80,25.40
44.80,25.40
44.80,25.40
44.80,25.40
44.70,25.50
44.70,25.50
44.70,25.50
44.80,25.50
44.80,25.50
44.80,25.50
44.90,25.40
44.80,25.50
44.80,25.50
44.80,25.50
44.80,25.50
44.80,25.50
44.80,25.50
44.80,25.50
44.80,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.80,25.50
44.80,25.50
44.90,25.50
45.00,25.50
45.00,25.50
45.00,25.50
45.00,25.50
45.00,25.50
45.00,25.60
45.00,25.50
45.00,25.60
44.90,25.60
44.90,25.60
44.80,25.60
44.80,25.60
44.80,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.70,25.70
44.70,25.60
44.60,25.60
44.60,25.70
44.50,25.60
44.50,25.70
44.50,25.60
44.50,25.60
44.50,25.60
44.60,25.60
44.70,25.60
44.70,25.60
44.60,25.60
44.60,25.70
44.60,25.60
44.60,25.60
44.60,25.60
44.60,25.60
44.60,25.60
44.60,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.70,25.70
44.70,25.60
44.70,25.60
44.80,25.60
44.80,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.80,25.60
44.80,25.60
44.80,25.60
44.80,25.60
44.70,25.60
44.70,25.60
44.70,25.60
44.80,25.60
44.90,25.60
44.90,25.60
44.90,25.70
44.90,25.60
44.80,25.60
44.80,25.70
44.70,25.70
44.70,25.60
44.70,25.60
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.70,25.60
44.60,25.60
44.60,25.60
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.60
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.60,25.70
44.50,25.70
44.50,25.70
44.50,25.70
44.40,25.80
44.40,25.80
44.40,25.70
44.40,25.70
44.40,25.70
44.30,25.70
44.30,25.70
44.30,25.70
44.20,25.70
44.20,25.70
44.20,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.10,25.70
44.00,25.80
44.00,25.80
44.20,25.70
44.20,25.70
44.10,25.80
44.10,25.80
44.20,25.70
44.10,25.80
44.10,25.80
44.10,25.70
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
44.00,25.80
44.00,25.80
44.00,25.80
44.00,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.80,25.80
43.80,25.80
43.80,25.80
43.80,25.80
43.70,25.80
43.80,25.80
43.70,25.80
43.70,25.80
43.80,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.80,25.70
43.80,25.80
43.80,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
43.90,25.80
44.00,25.70
43.80,25.80
43.80,25.80
43.80,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.80,25.70
43.80,25.70
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.80,25.70
43.70,25.80
43.80,25.70
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.70,25.80
43.80,25.70
43.60,25.80
43.60,25.80
43.50,25.80
43.60,25.80
43.50,25.80
43.50,25.80
43.50,25.80
43.50,25.80
43.60,25.80
43.50,25.80
43.60,25.80
43.60,25.80
43.60,25.80
43.50,25.80
43.60,25.80
43.60,25.90
43.60,25.80
43.60,25.80
43.50,25.90
43.50,25.80
43.50,25.90
43.40,25.80
43.40,25.80
43.30,25.90
43.30,25.80
43.30,25.80
43.30,25.80
43.30,25.80
43.30,25.80
43.30,25.80
43.20,25.80
43.30,25.90
43.20,25.80
43.20,25.80
43.30,25.80
43.20,25.80
43.20,25.80
43.20,25.80
43.10,25.80
43.10,25.80
43.00,25.80
43.00,25.80
43.00,25.80
43.10,25.70
43.10,25.80
43.10,25.80
43.10,25.80
43.20,25.70
43.20,25.70
43.00,25.80
43.10,25.70
43.00,25.80
43.10,25.70
43.10,25.70
43.00,25.70
43.10,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.60
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.10,25.70
43.00,25.70
43.00,25.70
43.00,25.70
43.00,25.60
43.00,25.70
42.90,25.70
42.90,25.60
42.90,25.70
42.90,25.60
43.00,25.70
42.90,25.60
